id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name
e6d5b64a-dcc5-431f-9b54-f5c704b8e140,Best way to look at endometrial activity is by -,HSG,Biopsy,USG,Colposcopy,-1,single,,Gynaecology & Obstetrics,
3823c787-23ba-45f2-9ffa-51c8fea370bd,"18-year-old girl presents with 6 months of amenorrhea with h/o low-grade fever, weight loss, pain abdomen, generalized weaknesses. On PR examination, palpable left-sided pelvic mass felt... Diagnosis is",Fibroid with degeneration,TB pelvis with Tubo ovarian mass,Ectopic pregnancy,Granulosa cell tumour,-1,single,,Gynaecology & Obstetrics,
65f50973-4ea8-46c7-b5f3-895b7e501487,Occipitoanterior position,Anterior fontanalle is posterior,Sagittal suture is along the Transverse plane of the maternal pelvis,Coronal suture is along the antero - posterior plane of the maternal pelvis,All of the above,-1,multi,,Gynaecology & Obstetrics,
2dcaafdd-0922-4420-956f-e884e4e7c9be,Penicillamine use in pregnancy is associated with this fetal complication ?,Conradi syndrome,Renal anomalies,Thymus hypolplasia,Cutis laxa,-1,single,,Gynaecology & Obstetrics,
ac9d0818-8d06-4c6e-8681-40ac45c83a86,Which is the engaging diameter in occipitoposterior nresentation?,Suboccipito frontal,Mento veical,Submentoveical,Bitrochanteric,-1,single,,Gynaecology & Obstetrics,
ba86a981-7091-4839-bc5d-359cc2bd6bb5,Most common breech presentation in primigravida is ?,Flexed breech,Frank breech,Footling presentation,Incomplete,-1,single,,Gynaecology & Obstetrics,
20d64e2e-a084-4594-85cb-f15026a2346b,Contraction stress test false is ?,Oxytocin not used,Invasive method,Detects fetal well being,Negative test is associated with good fetal outcome,-1,multi,,Gynaecology & Obstetrics,
518a70c6-abea-44bc-bb6e-ca11d34a0570,Number of stem villi at term in human placenta is,60,120,240,480,-1,single,,Gynaecology & Obstetrics,
4a065a6e-ca5a-4867-925e-4f82c4abe0e4,Method not used for shoulder dystocia,McRobe's maneuver,Hegar's maneuver,Zanavelli maneuver,Wood's maneuver,-1,single,,Gynaecology & Obstetrics,
475194a9-6a9f-4efb-b04b-5f5cc95f344c,Metrorrhagia is produced by the following except?,Polyp,CA endometrium,IUD,Intramural fibroid,-1,multi,,Gynaecology & Obstetrics,
025d3001-3249-49ea-a2d7-d00f75046e75,Postmenopausal women 1st line of drug for osteoporosis is-,OCP,Bisphosphonates,Raloxifene,Strontium,-1,single,,Gynaecology & Obstetrics,
f951aa3a-6088-40c6-9a9b-599a5c122beb,EMACO regime is for ?,Ca cervix,Ca endometrium,Ca ovary,Chorio carcinoma,-1,single,,Gynaecology & Obstetrics,
6adce9ed-bfc1-4e3d-889f-9eba36bb2c97,Best indicator for ovarian reserve is ?,AMH,LH/FSH ratio,FSH,Estradiol,-1,single,,Gynaecology & Obstetrics,
77d2e910-e439-4556-8181-042df098cb92,"34 weeks pregnancy with low lying placenta pre, floating head, Hb - 11 gm%. What should be the fuher line of management?",Expectant management,Induction of labour,Caesarian section,Blood transfusion,-1,single,,Gynaecology & Obstetrics,
aeff9ff5-9d20-401a-907c-df2796a9e3b3,Medical management of ectopic pregnancy has decreased success if ?,Gestational sac < 3cm,Duration of gestation < 5 weeks,Cardiac activity present,Beta HCG < 8000 IU/L,-1,single,,Gynaecology & Obstetrics,
8b5190a2-b152-409f-bcf2-e07afc7382b0,Best test for ovulation ?,Serum estrogen,Serum progesterone,Both,None,-1,multi,,Gynaecology & Obstetrics,
e4687efd-5a7e-4f4a-90e3-d88d989af008,Poor prognosis in first trimester USG is ?,No fetal pole at 5 weeks,No cardiac activity at 5 weeks,No gestational sac at 4 weeks,No cardiac activity at 8 weeks of gestation,-1,single,,Gynaecology & Obstetrics,
c572337f-644a-4ff0-b9ab-ca9e3bc79e14,Which of the following is true about menopause?,Increase progesterone,Increase estrogen,Increase FSH,Increase Androgens,-1,multi,,Unknown,
e6cd1d33-dac2-4a76-a7c7-dd0c87ebcc06,Red cell volume is increased by what percentage in pregnancy?,10 - 20%,20 - 30%,30 - 40%,40 - 50%,-1,single,,Gynaecology & Obstetrics,
29366690-97cb-45ec-8352-c2a7f28fa26d,"In MRKH syndrome, which among the following is absent?",Vagina,Breast development,Pubic hair development,Testes,-1,single,,Gynaecology & Obstetrics,
f16e9e49-ae1e-4a13-bc08-44aa08296ca6,During pregnancy increased size of pituitary is caused by increased size of cells which secrete ?,Growth hormone,Prolactin,ACTH,TSH,-1,single,,Gynaecology & Obstetrics,
3f4e3aeb-a799-4d0e-8a01-00bc4a4adf05,Examination of a 26 years old obese infeile female reveals. Fixed retroveed uterus & Nodularity of the uterosacral ligaments. The most likely diagnosis is ?,PCOS,Endometriosis,Adenomyosis,TB,-1,single,,Gynaecology & Obstetrics,
d29778e3-cbfd-4dbd-a84a-963ed42e804a,"Fetal karyotyping can be done by all, EXCEPT?",Cordocentesis,Amniocentesis,CVS,Fetal skin biopsy,-1,multi,,Gynaecology & Obstetrics,
4ac51c18-226e-47ed-905f-e9b253f2b23e,Prophylactic methergin given for ?,Induction of labour,Induction of aboion,To stop excess bleeding from uterus,All of the above,-1,multi,,Gynaecology & Obstetrics,
8e65ffd0-aa0a-443d-a830-4be6ebeb1523,"If 300 microgram anti D is given to mother , amount of blood it will neutralise ?",30m1,40m1,50m1,60m1,-1,single,,Gynaecology & Obstetrics,
ba4b6498-d199-42f3-b570-92df58f10029,After delivery upto which week is known as puerperium?,2 weeks,4 weeks,6 weeks,8 weeks,-1,single,,Gynaecology & Obstetrics,
377c6679-8944-4848-9631-f2acdcad0266,H improves ?,Bone density,Demetia,Coronary aery disease,Endometrial cancer,-1,single,,Gynaecology & Obstetrics,
cbd02988-2ccb-445f-aad7-7b5803c66a11,RMP can perform MTP in first trimester if he has assisted in MTPs -,5,15,25,50,-1,single,,Gynaecology & Obstetrics,
d0e419ff-2ba3-4596-b6e6-bd6d538fbb84,Which hormone increases in PCOD ?,LH,FSH,Estrogen,TSH,-1,single,,Gynaecology & Obstetrics,
516d34fd-5be8-4ed5-bdba-f203c7804e3e,Decidual reaction is due to which hormone ?,Progesterone,Estrogen,LH,FSH,-1,single,,Gynaecology & Obstetrics,
87d96e5e-e36d-47ad-8bbe-18790ca98fdf,LEEP stands for ?,Loop electrosurgical excision procedure,Loop electromagnetic excision procedure,Loop electrodiagnostic excision procedure,Loop electrochemical excision procedure,-1,single,,Gynaecology & Obstetrics,
99217527-99d6-4f50-8c19-57a60224228c,Which of the following decreases the risk of Pelvic Inflammatory Disease ?,Cu T,Spermicidal agents,O.C. pills,Today vaginal sponge,-1,single,,Gynaecology & Obstetrics,
9e42fd52-55c1-40aa-bd59-9ed5d457dbd4,Shoest transverse diameter is ?,BPD,Bitemporal diameter,Bimastoid diameter,All are equal in length,-1,multi,,Gynaecology & Obstetrics,
7d6e8c4c-7aba-4d71-8c54-f9058de4487d,Semen examination can be done ?,Immediately in semi solid form,After liquefaction,Within 15-30 minutes of liquefaction,11/2 - 2 hr irrespective of liquefaction,-1,single,,Gynaecology & Obstetrics,
c2dd0b7f-55db-41ad-b777-94161678dac0,Woman has 100 ml blood loss every 30 days. This is called as ?,Menorrhagia,Polymenorrhea,Hypomenorrhea,Normal menses,-1,multi,,Gynaecology & Obstetrics,
622deaa4-f8ed-4e34-b3be-8e51a02c85ca,Baholin's cyst treatment of choice -,Excision,Antibiotics,Marsupialisation,Drainage,-1,single,,Gynaecology & Obstetrics,
a9194ddd-27fd-4e8c-a445-2ab7db861a8f,Bispinous diameter in anatomic outlet ?,10.5 cm,11 cm,11.5 cm,12 cm,-1,single,,Gynaecology & Obstetrics,
ac8d52fa-b2d3-46ad-80f3-63ad82172a3b,Urinary retention earliest in pregnancy is seen at ?,10 weeks,18 weeks,22 weeks,34 weeks,-1,single,,Gynaecology & Obstetrics,
32bd22ce-f544-41b8-8799-0ca84adee8fb,Main factor responsible for increased perinatal moality in twin pregnancy is ?,Prematurity,IUGR,Polyhydramnios,Uterine rupture,-1,single,,Gynaecology & Obstetrics,
f87d4513-c548-436b-99ab-4b1f46fb88fb,All of the following occurs because of prostaglandin use except?,Excess water retention,Flushes,Increased motility of bowel,Nausea,-1,multi,,Gynaecology & Obstetrics,
85e9e465-ae81-40a2-ae94-b85fc392feca,Which is the most common presentation in twin pregnancy?,Veex - veex,Veex - breech,Breech - Breech,Veex - Footling,-1,single,,Gynaecology & Obstetrics,
2f9aac31-280b-4f5f-8dab-3cfaa63536e8,Following are the causes of maternal deaths in patients with hypeensive disorder of pregnanacy except ?,Cardiac failure,ARDS,Chronic renal failure,Cerebral hemorrhage,-1,multi,,Gynaecology & Obstetrics,
d4ea4983-ba5a-4343-a369-b33b732d9679,A 36-week old pregnant lady with previous twin delivery. What is the Ovarian score?,G2P1,G2P2,G3P2,G3P3,-1,single,,Gynaecology & Obstetrics,
4776308e-9a62-42df-b084-9e901ff9d960,Stein Levinthal syndrome what hormone is raised?,LH,FSH,GnRH,Progesterone,-1,single,,Gynaecology & Obstetrics,
06fd9105-6faf-4e94-9a46-913ae4cca6d3,Sentinel lymph node biopsy is used to map the lymph node status of which cancers?,Breast,Melanoma,Vulva,All the above,-1,multi,,Gynaecology & Obstetrics,
e18c1676-f798-4ff5-9e89-7211937a5fa0,Drug of choice for estrogen receptor positive breast cancer is ?,Transtuzumab,Tamoxifen,Cyproterone acetate,Anastrozole,-1,single,,Unknown,
5c80cc40-f700-4352-8356-d661ca7f3d96,DOC for malaria in pregnancy ?,Chloroquin,Quinine,Primaquin,Aesunate,-1,single,,Gynaecology & Obstetrics,
2f0ff262-e146-45e9-a8cc-c1465bf77025,Chlamydia trachomatis infection commonly causes:March 2004,Infeility,Post coital bleeding,Amenorrhoea,Malignancy,-1,single,,Gynaecology & Obstetrics,
8efb880e-adf2-4147-91b1-0fac4b44e4c1,. Which of the following antiepileptic drug is associated with causing congenital hea disease in fetus?,Barbiturates,Valproate,Carbamazepine,Phenytoin,-1,single,,Gynaecology & Obstetrics,
edb5142f-6bd3-4088-96b2-5dc86f55c75e,Management of a patient with complete placenta pre at 38 weeks gestation without any vaginal bleeding is -,Expectant management,Macafee and Johnson regimen,Elective caesarean section,Emergency caesarean section,-1,single,,Gynaecology & Obstetrics,
0d3c8372-5ce4-4b1e-8376-519193713e7e,Stroke volume increases in pregnancy by,20%,25%,40%,45%,-1,single,,Gynaecology & Obstetrics,
e7616357-4c3e-4394-98c7-184bb43476be,Following is true about tamoxifene except ?,It is a selective estrogen receptor modulator,It is a competitive inhibitor of estrogen at receptor site,It decreases risk of venous thromboembolism,It can be used for induction of ovulation,-1,multi,,Gynaecology & Obstetrics,
aba80f53-28e5-4df3-8432-0df66e2c24a1,Female with hirsutism with ammenorrhoea and obesity. Diagnosis ?,PCOD,Ovarian tumor,Androgen insensitivity syndrome,Turner syndrome,-1,single,,Gynaecology & Obstetrics,
febb1286-9817-41c3-920d-a06d77ca63cb,All are true about post paum depression except -,Symptoms resolve in 10-12 days,Affects both sexes,SSRIs are effective,None of the above,-1,multi,,Gynaecology & Obstetrics,
366ffac8-08d1-4c07-91b7-ad4ccafcca2c,Most conclusive clinical sign of pregnancy is ?,Uterine enlargement,Cervical softening,Amenorrhea,Fetal heat sound auscultation,-1,single,,Gynaecology & Obstetrics,
28854b84-a1c6-4515-99c3-7e34170fdf1b,21yr college girl with mild endometriosis treatment-,Cyclical OC pill,Continuous Oc pill,Progesterone only pill,Danazole,-1,single,,Gynaecology & Obstetrics,
93ad7881-48f8-4e78-8a63-b56925841f22,Maximum amount of amiotic fluid is seen at how many weeks ?,16,30,12,38-40,-1,single,,Gynaecology & Obstetrics,
5631b034-2899-42a7-9fcd-627c5f0127db,Tubal patency test in which phase of the menstrual cycle?,Menstrual,Preovulatory,Leuteal,Premenstrual,-1,single,,Gynaecology & Obstetrics,
3e56ad7d-133c-4e0c-8e92-06553ee9fa43,SEAM used in DUB is ?,Clomiphene,Raloxifene,Ormiloxifene,Mifepristone,-1,single,,Gynaecology & Obstetrics,
c63b4645-0543-4b25-97dd-f3a423e416ea,Exclusively Fetal blood loss occurs in ?,Vasa pre,Placenta prae,Polyhydramnios,Oligohydramnios,-1,single,,Gynaecology & Obstetrics,
37be5c1e-9bbb-4213-a614-0a27cc3bcf67,Which of following most commonly clinically used?,Diagonal conjugate,Ant post diameter of inlet,Transverse diameter of outlet,Oblique diameter of pelvis,-1,multi,,Gynaecology & Obstetrics,
698b415d-c21e-4714-be46-44cc873a00b7,Classical C section indicated in ?,CA Cervix,Central placenta prae,Failed induction,Fetal distress,-1,single,,Gynaecology & Obstetrics,
56996499-6c0c-4d75-b7eb-4358df52b6d2,Most common ovarian cyst to undergo torsion is ?,Dysgerminoma,Benign cystic teratoma,Ovarian fibroma,Brenner's tumor,-1,single,,Gynaecology & Obstetrics,
6463b310-df66-4a55-b049-7f498ce49365,Most common congenital uterine anomaly is ?,Bicornuate uterus,Septate uterus,Unicornuate uterus,Arcuate uterus,-1,single,,Gynaecology & Obstetrics,
39dad51e-23b0-40a3-99a3-c0beb545d160,Carcinoma endometrium with involvement of the vaginal wall is included in which stage ?,IIIA,IIIB,IIIC,IVA,-1,multi,,Gynaecology & Obstetrics,
e7e20db9-f07c-41d5-8085-e947ba6e499f,Most common cause of death in cervical cancer is -,Renal failure,Infection,Haemorrhage,Metastasis to vital organs,-1,single,,Gynaecology & Obstetrics,
8970ca65-3baa-4508-bda9-0b8779b0c203,"G2P1L1 female with 1 : 4 anti D titres at 28 weeks gestation, management is",MCA Doppler,Caesarean section,Induction of labour,Amniocentesis,-1,single,,Gynaecology & Obstetrics,
b84346db-9a70-49e1-bdec-0bba4aab45b4,All of the following are true about vasomotor rhinitis except ?,It is allergic,It is due to parasympathetic overactivity,Resistant cases may need cryotherapy,It may lead to hyperophic rhinitis,-1,multi,,ENT,
0ef99171-e9b9-4b3f-bfbb-2671a1bd86c8,New born can be given breast milk after how much time following normal delivery?,Half hour,1 hours,2 hours,3 hours,-1,single,,Gynaecology & Obstetrics,
52410424-65c6-4545-ae7d-61637e51d297,Meiosis occurs in,Adult ovary,Prepubeal testis,At bih in ovary,All,-1,multi,,Gynaecology & Obstetrics,
480920c1-0c98-4a6c-a102-1d3c34f4aec5,Samson's theory for Development of Endometriosis is ?,Celomic metaplasia,Hematogenous spread,Lymphatic spread,Retrograde menstruation,-1,single,,Gynaecology & Obstetrics,
05738990-22d0-4ba8-9b41-1a71f793fccb,What is false about post menopausal state ?,Low LH,Low estrogen,High FSH,High androgen,-1,multi,,Gynaecology & Obstetrics,
74f2a88c-82ca-47a6-9909-53ae53630b1d,Most common type of fibroid is ?,Intramural,Subserosal,Cervical,Submucosal,-1,single,,Gynaecology & Obstetrics,
a2d6b46e-b1a0-449d-bf58-f425955ab442,Which of the following about abdominal pregnancy is true?,Primary abdominal pregnancy is more common,"If placenta is densely adhered, it should be separated alongwith the organ it overlies",Around 50% of the fetus reach full term and survive,"If placenta is left behind, infection can occur",-1,multi,,Gynaecology & Obstetrics,
a9cb329c-41a4-482c-a050-c12c8a8166cd,Monzygotic twin with one healthy baby born at term and one dead mummified fetusis suggestive of ?,Fetus acardiacus,Fetus papyraceous,Hydatidiform mole,Vanishing twin,-1,single,,Gynaecology & Obstetrics,
cecca0ed-90fe-4eb2-ae60-30ae17728218,Following are the indicatons of hysterosalpingography except,Fallopian tube patency in infeility,Study uterine anamoly,Detect uterine synechiae,Detect endometriosis,-1,multi,,Gynaecology & Obstetrics,
0ec19434-7d21-41f4-9802-f9baac403c4f,FHS can be usually heard by stethoscope at ?,14 weeks,18 weeks,22 weeks,26 weeks,-1,multi,,Gynaecology & Obstetrics,
dda0ff6b-236c-444f-9aaf-f1a8433f93dc,Most suitable type of pelvis in female ?,Gynaecoid,Android,Anthropoid,Platypelloid,-1,single,,Gynaecology & Obstetrics,
38fb0df0-0bb8-48ce-afc7-c888b0338245,FERNING is due to ?,Estogen & sodium chloride,Progesterone & sodium chloride,HCG,All of the above,-1,multi,,Gynaecology & Obstetrics,
9a1eec0c-e780-4454-96b7-98a221dc3d9c,Best to diagnose unruptured ectopic pregnancy ?,Scopy,UPT,USG,Culdocentesis,-1,single,,Gynaecology & Obstetrics,
17d13c7f-53e5-4989-a537-79e8f89a1858,All but one increase levels of sex hormone binding globulin,Pregnancy,Oestrogens,Androgens,Thyroxine,-1,multi,,Gynaecology & Obstetrics,
b7908b1c-f115-43ba-9d8f-69a4120a5219,Meigs syndrome is associated with which tumor ?,Fibroma,Cystadenoma,Dysgerminoma,Teratoma,-1,single,,Gynaecology & Obstetrics,
cad463c3-4975-40e4-bd69-8f0d4ec40ea0,All are components of Active Management of the Third Stage of Labor except ?,Uterotonic agent within 1 minute of bih,Massage of uterus before control cord traction,Control cord traction,None of the above,-1,multi,,Gynaecology & Obstetrics,
8f158baa-e3d4-4434-af54-09c2cb0e00fd,Not an absolute contraindication for methylergometrine use is ?,Eclampsia,Hea disease,Rh incompatibility,After delivery of first baby in twin pregnancy,-1,single,,Gynaecology & Obstetrics,
fa672075-526c-4e93-9261-a01007b9ebcc,Maximum success after reversal of tubal ligation?,Cauterization,Pomeroy's technique,Clip method,Fimbriectomy,-1,single,,Gynaecology & Obstetrics,
4425006d-2210-4dd0-9c1c-6972308624c7,Variable deceleration is seen in ?,Head compression,Uteroplacental insufficiency,Cord compression,None of the above,-1,multi,,Gynaecology & Obstetrics,
769ecad0-f10c-4984-a10c-1de4ee1ba4d5,Complication of Benign Ovarian Cysts is ?,Torsion,Intracystic hemorrhage,Pseudomyxoma perotonei,All of the above,-1,multi,,Gynaecology & Obstetrics,
4430f2df-1663-4881-9b9e-e2ab9df95859,Common misdiagnosis of paial mole is,Threatened aboion,Choriocarcinoma,Complete mole,Ectopic pregnancy,-1,single,,Gynaecology & Obstetrics,
580232d8-77a6-421c-bec1-2d688a671292,Crowning is,Biparietal diameter at the inlet of pelvis,Biparietal diameter at the ischial spine,Biparietal diameter at the vulval outlet,Biparietal diameter just outside the vulval outlet Answer-,-1,single,,Gynaecology & Obstetrics,
2356c4c2-7efe-4b26-b6e2-a8558e321491,"Prolapsed of uterus in nulliparous women, treatment is?",Sling used involving rectus sheath,Anterior colporrhaphy,Posterior colporrhaphy,Manchester operation,-1,single,,Gynaecology & Obstetrics,
0433dd74-4688-4297-ba61-910a50a00815,"18 weeks pregnancy of a lady, last two times history of midtrimester aboion, which was painless. What is the diagnosis ?",Incompetent os,Chromosomal abnormality,Bivalve uterus,Progesterone deficiency,-1,single,,Gynaecology & Obstetrics,
d7c84cc8-798e-421d-96d2-c306eb54cbd1,Nerve injured in McRobes maneuver is ?,Lumbosacral trunk,Obturator nerve,Femoral nerve,Pudendal nerve,-1,single,,Gynaecology & Obstetrics,
5f844dc9-3ed5-41a9-8898-9e81a5ba7c76,Most common breech position is,Complete breech,Frank breech,Footling breech,Knee presentation,-1,single,,Gynaecology & Obstetrics,
746f38c4-2fbc-49b3-9d8d-e0d80a28a35e,"Azoospermic patient can be a father of a child, by which of the following?",IUI,ZIFT,ICSI,Not possible & counsel regarding adoption,-1,multi,,Gynaecology & Obstetrics,
b61ae0ba-6753-4a56-baa0-7796599e7852,Not a risk for ectopic pregnancy ?,Use of condom,OCP,PID,Previous ectopic pregnancy,-1,single,,Gynaecology & Obstetrics,
a25b98e0-1a95-47bd-919d-0f38054469da,"Kamla, 30 years old, P2L2 with 3.2 x 4.1 cm fibroid uterus, complains of menorrhagia and is on symptomatic treatment since 6 months. The patient refuses surgery. Next line of management is ?",GnRH analogs,Danazol,Myomectomy,Uterine aery embolization,-1,single,,Gynaecology & Obstetrics,
62233280-ca2c-412b-ad59-82c3de7a40fc,"Choice of adjuvant treatment for endometrial carcinoma stage IA, grade I is?",Radiotherapy,Chemotherapy,Chemotherapy plus radiotherapy,No treatment,-1,single,,Gynaecology & Obstetrics,
e0ece6af-23bd-4b6a-8fb0-4b3554c86e01,Vasa pre is seen in which type of placenta ?,Central,Vilamentous,Peripheral,None of the above,-1,multi,,Gynaecology & Obstetrics,
213e59b8-7f0b-4a5a-bdb6-dd3fada165af,Level 1 suppo of uterus & vagina is ?,levator ani,Perineal body,Uterosacral ligaments,All of the above,-1,multi,,Gynaecology & Obstetrics,
d018bd3e-8749-4f20-8494-f61cce9ddaa7,Following is true about leuteoma of pregnancy ?,Usually bilateral,It is a benign self limiting condition,It consists of leutenized cells,All the above,-1,multi,,Gynaecology & Obstetrics,
30d9c973-55fb-4cd6-9663-1acd0651c4f0,Pregnant uterus will compress ureters at ?,Pelvic brim,Uterovesical junction,Trigone,Ureterovesical junction,-1,single,,Gynaecology & Obstetrics,
53c32231-1fbc-4a74-a6b7-6202e6b70723,Investigation of choice in endometriosis ?,Laproscopy,Hysteoscopy,CT scan,MRI,-1,single,,Gynaecology & Obstetrics,
ec0a7d9a-80d8-49f4-8d4b-b84850ccffb0,"Embryo is called ""fetus"" after how many weeks post feilization/conception ?",6,8,10,12,-1,multi,,Gynaecology & Obstetrics,
9356df62-f693-4a04-a0c7-03e3b205dfb9,"33 yr old female with heavy menstrual bleeding for 6 months comes to the gynaecology OPD. On examination, no abnormality was seen. USG also appeared normal. The patient was tried to be managed on non-hormonal treatment but it failed. What will be the next management step?",Hormonal therapy,Endometrial sampling,Hysterectomy,Hysterectomy,-1,multi,,Gynaecology & Obstetrics,
9c175f8a-a05b-4f01-a359-4c2fb9e4fd96,H is given in ?,Symptomatic postmenopausal women,Following hysterectomy,Gonadal dysgenesis,All of the above,-1,multi,,Gynaecology & Obstetrics,
c3ce2b7b-974e-4109-96ef-cc92c6e44a1d,Management of ecclampsia in 34 weeks of pregnancy is -,Continue of convulsion and wait for 37 wk to complete,Wait for spontaneous labours,BP contineu,"Anti hypeensive, anticonvulsant and termination of pregnancy",-1,single,,Gynaecology & Obstetrics,
c8a5c435-b4af-4b4d-a168-e115638322ed,Cardiac output increases maximum at which week?,26-28wks,30-32 wks,32-34 wks,34-36 wks,-1,single,,Gynaecology & Obstetrics,
4ee0fa56-3ed4-4608-a3ad-0de4ae937b15,An infeile woman has bilateral tubal block at cornua diagnosed on hysterosalpingography. Next treatment of choice is ?,IVF,Laparoscopy and hysteroscopy,Tuboplasty,Hydrotubation,-1,single,,Gynaecology & Obstetrics,
d9a11e80-c5b8-4fb9-8ada-b4ea79722045,"In IVF, embryos are transferred back to uterine cavity at cells stage ?",2,4-Feb,8-Apr,16-Aug,-1,single,,Gynaecology & Obstetrics,
b82a9206-0a5c-48d2-8e9f-a80be5fefa89,Drug causing abruption placenta ?,Methadone,Cocaine,Amphetamine,Fluoxetine,-1,single,,Gynaecology & Obstetrics,
9b03225c-4305-42da-9685-3fd68f184b2f,Most common cancer in pregnancy ?,Melanoma,Breast carcinoma,Gastric carcinoma,Thyroid carcinoma,-1,single,,Gynaecology & Obstetrics,
d5d103ea-55d1-4bed-a9a0-f8bbe8aed2d7,Prolonged surgery time of vaginal hysterectomy would lead to damage to which nerve ?,Obturator,Pudendal,Peroneal,Sural,-1,single,,Gynaecology & Obstetrics,
0fa6f266-8a6a-485c-a3bc-14b00e8ee1c3,PID after inseion of IUD is seen in how many weeks?,3,5,7,14,-1,single,,Gynaecology & Obstetrics,
3054dbca-7711-4470-8e41-184efdd7e5e4,Engagement of head in labour means ?,Smallest horizontal plane of the presenting pa has crossed the pelvic brim,Greatest horizontal plane of the presenting pa has crossed the pelvic brim,Smallest horizontal plane of the presenting pa has crossed the pelvic outlet,Greatest horizontal plane of the presenting pa has crossed the pelvic outlet,-1,multi,,Gynaecology & Obstetrics,
1d7bab4f-2da1-47d6-9614-f27a8ffe3e2c,TB uterus all is true except?,Mostly secondary,Increase incidence of ectopic pregnancy,Involvement of endosalpinx,Most common is ascending infection,-1,multi,,Gynaecology & Obstetrics,
31661b68-9c5f-4265-9d42-25cd8bdc7f16,Cervical cancer III B treatment is ?,Weheim's operation,Radiotherapy,Chemotherapy,Chemoradiation,-1,single,,Gynaecology & Obstetrics,
7badafc6-e017-41c7-8345-c494b9e783c6,A 30-year-old is 14 weeks pregnant. She had two painless deliveries at 16 weeks earlier. Next line of management is ?,Cervical encerclage,Evaluation for diabetes mellitus and thyroid disorders,Cervical length assessment,Tocolytics,-1,single,,Gynaecology & Obstetrics,
9c134e5e-b108-48ff-9c74-108287a06248,In cervical incompetence diameter of internal os of cervix is -,1 cm,1.5 cm,2 cm,2.5 cm,-1,single,,Gynaecology & Obstetrics,
60b5cfde-8ced-46bf-bf84-f985a82ee2bc,Infeility is defined as ?,Inability to conceive after 1 year of regular unprotected intercourse,Inability to conceive after 1 year of marriage,Inability to conceive after 2 years of marriage,Inability to conceive in spite of 2 years of regular unprotected intercourse,-1,single,,Gynaecology & Obstetrics,
70c10dfb-871c-4071-9ed4-d7e988a3e882,Another name for mancehster operation for uterine prolapse is ?,Fothergill,Mercy,McDonald,Purandare,-1,single,,Gynaecology & Obstetrics,
dd8290bf-610e-4ecd-9804-f98c1e83b842,True about placental site trophoblastic disease is,Highly Malignant behavior,Hysterectomy followed by chemoradiation is the treatment of choice,Secretes human placental lactogen,Contains syncytiotrophoblasts mainly,-1,multi,,Gynaecology & Obstetrics,
9dc206a6-4b12-4c44-9aaf-b48eb6fc6b86,"When fetus is at station +2 & fetal skull reaches pelvic floor, which of the following is true",Forceps can be applied,Best time to give episiotomy,Called as crowning,May lead to deep transverse arrest,-1,multi,,Gynaecology & Obstetrics,
eb06a571-815f-41e5-84f5-1514514927b4,Treatment options for CIN III include all of the following except -,LLETZ,Conization,Hysterectomy,Weheim's hysterectomy,-1,multi,,Gynaecology & Obstetrics,
b5bc59dd-28be-4c42-ac25-b2c1ea6de0bd,"During pregnancy, true statement about CVS is ?",Cardiac output decreases,Right axis detion,Increase in left ventricular end diastolic diameter,All of the above,-1,multi,,Gynaecology & Obstetrics,
a24c1139-fdc5-4e40-a86c-d37af153d0d3,"A Patient with amenorrhea, short stature, less pubic hair can be in all of the following except:",47 XXY,46 XY,45 X,46 XXY,-1,multi,,Pathology,
8069b9eb-c1cd-41ee-8df5-b071249bd658,Oligomenorrhoea means ?,Cycle < 20 days,Cycle more than 45 days,Cycle more than 28 days,Cycle more than 35 days,-1,single,,Gynaecology & Obstetrics,
b4c5c49e-84df-47cc-83e3-f1bd412ffb7d,"5 month pregnant female, which of the following is true?",50% have soft systolic murmur,Cardiac output is reduced,Systemic vascular resistance is increased,Increase in CVP,-1,multi,,Gynaecology & Obstetrics,
6ca77796-98b9-4e29-a138-8a205e895ea7,Fetal thyroid gland is able to synthesize hormones by weeks of gestation ?,7-Jun,8-Jul,12-Oct,14-Dec,-1,single,,Gynaecology & Obstetrics,
5a732e50-54e2-4d20-b09b-eb28e095296e,Premature ejaculation is a pa of which phase of sexual disorders?,Excitement phase,Plateau phase,Orgasm phase,Refractory phase,-1,single,,Gynaecology & Obstetrics,
85fecf79-4aa4-4125-9e07-ca0db9b6f335,"Female with 41 wk gestation confirmed by radiological investigation, very sure of her LMP, no uterine contractions, no effacement and no dilatation. What should not be done?",Intracervical foley's,PGE1 tab,PGE2 gel,PGF2alpha,-1,single,,Gynaecology & Obstetrics,
4848ba0c-714e-44a0-859d-2bbd6492395e,Factors responsible for development of OHSS include ?,Histamine,Cytokines,Vascular Endothelial Growth Factor,All of the above,-1,multi,,Gynaecology & Obstetrics,
281a441b-db7a-456a-a165-333ffdfbcd8c,Nuva ring contains ?,EE+ etonogestrel,LNG + EE,LNG,EE+ drosperinone,-1,multi,,Gynaecology & Obstetrics,
e9311b53-6a63-46e9-a319-93930889d1fd,HPL has activity similar to which hormone ?,Oxytocin,Growth hormone,Insulin,All of the above,-1,multi,,Gynaecology & Obstetrics,
53356984-a4d7-4582-befa-f8492163c829,Simple hyperplasia with atypia will progress to ca endometrium in % of cases ?,2-Jan,4-Mar,9-Aug,20,-1,single,,Gynaecology & Obstetrics,
